 Site,Site code,DecdegS,DecdegE,Country,Province or district,RFZ,Biome,Stratigraphic context,Dating technique,Material dated, Species,Lab ID,Date,Uncertainty,Archaeological Period,Archaeological Sub-chronology,Sample context,Site Type,delta 13,refcode,Notes
Blombosfontein 2,BBF2,-34.400,21.217,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,marine shell,,Pta-6181,6740,70,LSA,Wilton,,rock shelter,,henshilwood2008hps,
Blombosfontein 3,BBF3,-34.400,21.217,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,marine shell,,Pta-6180,5960,70,LSA,Wilton,,rock shelter,,henshilwood2008hps,
Blombosfontein 4,BBF4,-34.400,21.217,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,marine shell,,Pta-6176,5680,70,LSA,Wilton,,rock shelter,,henshilwood2008hps,
Blombosfontein 5,BBF5,-34.400,21.217,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,marine shell,,Pta-6182 ,5520,70,LSA,Wilton,,rock shelter,,henshilwood2008hps,
Blombosfontein 6,BBF6,-34.400,21.217,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,marine shell,,Pta-6178,4070,60,LSA,Wilton,,rock shelter,,henshilwood2008hps,
Blombosfontein 6,BBF6,-34.400,21.217,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,marine shell,,Pta-6709,3630,70,LSA,Wilton,,rock shelter,,henshilwood2008hps,
Blombosfontein 7,BBF7,-34.400,21.217,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,marine shell,,Pta-6179,3110,50,LSA,Final LSA,,rock shelter,,henshilwood2008hps,
Blombosfontein 7,BBF7,-34.400,21.217,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,marine shell,,Pta-6183,3170,25,LSA,Final LSA,,rock shelter,,henshilwood2008hps,
Blombosfontein 9,BBF9,-34.400,21.217,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,charcoal,,Pta-6187,480,45,LSA,Ceramic LSA,,rock shelter,,henshilwood2008hps,
Blombosfontein 9,BBF9,-34.400,21.217,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,marine shell,,Pta-6248,940,50,LSA,Ceramic LSA,,rock shelter,,henshilwood2008hps,
Bloubos 5 ,BLB5,-28.133,20.800,South Africa,Northern Cape,S,Nama-Karoo Biome,Surface,conventional 14C,eggshell,Struthio camelus,Pta-7381,1810,45,LSA,,,open site,,parsons2000lss,
Bloubos 7,BLB7,-28.067,20.850,South Africa,Northern Cape,S,Nama-Karoo Biome,Spit 2,conventional 14C,eggshell,Struthio camelus,Pta-7730,340,50,LSA,,,open site,,parsons2000lss,
Bloubos 7,BLB7,-28.067,20.850,South Africa,Northern Cape,S,Nama-Karoo Biome,Spit 6,conventional 14C,eggshell,Struthio camelus,Pta-7755,2370,45,LSA,,,open site,,parsons2000lss,
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,HG/CAU2,AMS,bone,,D-AMS-1227,556,24,LSA,,,rock shelter,,bousman2005cls; bousman2016qed,Smithfield
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,HG/CAU2,AMS,bone,,D-AMS-1228,1238,28,LSA,Ceramic LSA,,rock shelter,,bousman2005cls; bousman2016qed,Ceramic Wilton
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,HG/CAU2,AMS,bone,,D-AMS-1229,819,30,LSA,,,rock shelter,,bousman2005cls; bousman2016qed,Smithfield
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,HG/CAU2,AMS,bone,,D-AMS-1230,758,29,LSA,,,rock shelter,,bousman2005cls; bousman2016qed,Smithfield
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,GAC/CAU3,AMS,bone,,D-AMS-1231,2728,32,LSA,Wilton,,rock shelter,,bousman2005cls; bousman2016qed,Developed Wilton
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,GAC/CAU3,AMS,plant remains,,GrA-15192,1810,50,LSA,Ceramic LSA,,rock shelter,,bousman2005cls; bousman2016qed,Ceramic Wilton; fibre temper
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,GAC/CAU3,AMS,plant remains,,GrA-15193,785,50,LSA,Wilton,,rock shelter,,bousman2005cls; bousman2016qed,Developed Wilton; considered incorrect; fibre temper
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,GAC/CAU4,AMS,plant remains,,GrA-15194,1025,50,LSA,Wilton,,rock shelter,,bousman2005cls; bousman2016qed,Developed Wilton; considered incorrect; fibre temper
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,HG/CAU2,AMS,plant remains,,GrA-15195,1505,50,LSA,Ceramic LSA,,rock shelter,,bousman2005cls; bousman2016qed,Ceramic Wilton; fibre temper
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,GAC/CAU3,AMS,bone,,OxA-27365,2791,25,LSA,Wilton,,rock shelter,-18.6,bousman2005cls; bousman2016qed,Developed Wilton
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,CPB/CAU2,AMS,bone,,OxA-27366,1097,24,LSA,Ceramic LSA,,rock shelter,-18.3,bousman2005cls; bousman2016qed,Ceramic Wilton
Blydefontein,BLY,-31.13,25.05,South Africa,Northern Cape,S,Grassland Biome,C150-b,AMS,sediments,,OxA-7876,9400,100,LSA,,,rock shelter,-18.3,bronkramsey2002rdo,
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,CY-Brown 2,AMS,sediments,,OxA-8530,11850,150,LSA,Robberg,,rock shelter,-21.6,bousman2005cls; bousman2016qed,Robberg
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,CY-CAU8,conventional 14C,charcoal,,SMU-1823,8541,417,LSA,Oakhurst,,rock shelter,,bousman2005cls; bousman2016qed,Lockshoek
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,GAC/CAU4,conventional 14C,charcoal,,SMU-1849,3135,33,LSA,Wilton,,rock shelter,,bousman2005cls; bousman2016qed,Developed Wilton
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,HG/CAU2,conventional 14C,charcoal,,SMU-1850,1305,31,LSA,Ceramic LSA,,rock shelter,,bousman2005cls; bousman2016qed,Ceramic Wilton
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,TG-CAC/CAU6,conventional 14C,charcoal,,SMU-1851,4066,55,LSA,Wilton,,rock shelter,,bousman2005cls; bousman2016qed,Developed Wilton
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,TG-CAC/CAU6,conventional 14C,charcoal,,SMU-1852,4286,149,LSA,Wilton,,rock shelter,,bousman2005cls; bousman2016qed,Developed Wilton
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,GAC/CAU3,conventional 14C,charcoal,,SMU-1853,2292,120,LSA,Wilton,,rock shelter,,bousman2005cls; bousman2016qed,Developed Wilton
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,TG/CAU6,conventional 14C,charcoal,,SMU-1901,4101,273,LSA,Wilton,,rock shelter,,bousman2005cls; bousman2016qed,Developed Wilton
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,HG/CAU2,conventional 14C,charcoal,,SMU-1902,844,119,LSA,,,rock shelter,,bousman2005cls; bousman2016qed,Smithfield
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,HG/CAU2,conventional 14C,charcoal,,SMU-1925,1255,109,LSA,Ceramic LSA,,rock shelter,,bousman2005cls; bousman2016qed,Ceramic Wilton
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,Level 3,conventional 14C,charcoal,,SR-132,1980,120,LSA,Wilton,,rock shelter,,bousman2005cls; bousman2016qed,Developed Wilton
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,Level 6,conventional 14C,charcoal,,SR-142,3090,100,LSA,Wilton,,rock shelter,,bousman2005cls; bousman2016qed,Developed Wilton
Blydefontein,BLY,-31.133,25.050,South Africa,Northern Cape,S,Grassland Biome,Level 8,conventional 14C,charcoal,,SR-152,3650,120,LSA,Wilton,,rock shelter,,bousman2005cls; bousman2016qed,Developed Wilton
Blyklip,BYK,-22.317,29.283,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7273,330,40,Iron Age,,,,,vogel2000rds,
Blyklip,BYK,-22.317,29.283,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7280,340,45,Iron Age,,,,,vogel2000rds,
Bobonong Road,BBN,-22.25,28.80,Botswana,Central District,S,Savanna Biome,midden,AMS,charcoal,,Beta-62740,810,70,Iron Age,,,settlement,,kinahan1998asd,
Boegoeberg 1,BGG1,-28.768,16.577,South Africa,Northern Cape,W,Succulent Karoo Biome,"Hyena den,Schist Chips,Square H16/7",conventional 14C,eggshell,Struthio camelus,GX-21189,33320,+2630/-1980,not archaeological,,,rock shelter,-6.9,klein1999phb,hyaena den
Boegoeberg 1,BGG1,-28.768,16.577,South Africa,Northern Cape,W,Succulent Karoo Biome,"Hyena den, Brown Powdery,Square G15/8",conventional 14C,eggshell,Struthio camelus,GX-21190,34990,+3110/-2240,not archaeological,,,rock shelter,-6.7,klein1999phb,hyaena den
Boegoeberg 1,BGG1,-28.768,16.577,South Africa,Northern Cape,W,Succulent Karoo Biome,"Hyena den GBS,Square H15/8",conventional 14C,eggshell,Struthio camelus,GX-21191,37220,+5010/-3060,not archaeological,,,rock shelter,-7.9,klein1999phb,hyaena den
Boegoeberg 1,BGG1,-28.768,16.577,South Africa,Northern Cape,W,Succulent Karoo Biome,Unknown,conventional 14C,eggshell,Struthio camelus,Pta-6956,44200,1200,not archaeological,,,rock shelter,-7.2,klein1999phb,hyaena den
Bokfontein 56,BKF56,-30.367,25.000,South Africa,Northern Cape,S,Grassland Biome,,conventional 14C,plant remains,,Pta-6166,150,30,LSA,Ceramic LSA,,,,sampson1995rcl,Rocker Stamp; fibre temper
Bokvasmaak 3,BVK3,-28.471,20.113,South Africa,Northern Cape,S,Nama-Karoo Biome,Spit 2,conventional 14C,charcoal,,Pta-4872,120,50,LSA,Ceramic LSA,,open site,,beaumont1995bea,Doornfontein
Bokvasmaak 3,BVK3,-28.471,20.113,South Africa,Northern Cape,S,Nama-Karoo Biome,Spit 3,conventional 14C,charcoal,,Pta-9513,Modern,-,,,,open site,,parsons2008lsa,
Bokvasmaak 4,BVK4,-28.500,20.233,South Africa,Northern Cape,S,Nama-Karoo Biome,,conventional 14C,potsherd,,Pta-4873,160,70,LSA,Ceramic LSA,,open site,,morris1991nas,Doornfontein; sherd organics
Bokvasmaak 4,BVK4,-28.500,20.233,South Africa,Northern Cape,S,Nama-Karoo Biome,,conventional 14C,eggshell,Struthio camelus,Pta-4877,1620,35,LSA,Ceramic LSA,,open site,,morris1991nas,Doornfontein
Bolahla,BOH,-30.040,28.240,Lesotho,Qacha's Nek District,S,Grassland Biome,300 mm inside shelter,conventional 14C,charcoal,,Pta-5413,90,45,Iron Age,,,rock shelter,,mitchell1994rha,
Bolahla,BOH,-30.040,28.240,Lesotho,Qacha's Nek District,S,Grassland Biome,20-300 mm on talus,conventional 14C,charcoal,,Pta-5549,910,45,LSA,,,rock shelter,,mitchell1994rha,
Bonawe,BOW,-31.317,27.817,South Africa,Eastern Cape,S,Grassland Biome,Layer 3c,conventional 14C,charcoal,,Pta-1709,8040,100,LSA,Oakhurst,,rock shelter,,opperman1987lsd,
Bonawe,BOW,-31.317,27.817,South Africa,Eastern Cape,S,Grassland Biome,Layer 1c,conventional 14C,charcoal,,Pta-1711,2250,80,LSA,,,rock shelter,,opperman1987lsd,
Bonawe,BOW,-31.317,27.817,South Africa,Eastern Cape,S,Grassland Biome,Layer 2,conventional 14C,charcoal,,Pta-3497,2830,60,LSA,,,rock shelter,,opperman1987lsd,
Bonawe,BOW,-31.317,27.817,South Africa,Eastern Cape,S,Grassland Biome,Layer 3a,conventional 14C,charcoal,,Pta-3499,2960,60,LSA,,,rock shelter,,opperman1987lsd,
Bonteberg Shelter,BNT,-34.200,18.383,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,marine shell,,SR-166,2050,95,LSA,,,rock shelter,,sheppard1971rrm,assoc. with pottery
Bonteberg Shelter,BNT,-34.200,18.383,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,marine shell,,SR-167,4690,100,LSA,,,rock shelter,,sheppard1971rrm,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,LPM,conventional 14C,eggshell,Struthio camelus,AA-6956,21310,170,LSA,ELSA,,rock shelter,,miller1999emh,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,LPM,conventional 14C,eggshell,Struthio camelus,AA-6957,21240,190,LSA,ELSA,,rock shelter,,miller1999emh,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,CL 1,conventional 14C,eggshell,Struthio camelus,AA-6958,10430,80,LSA,Robberg,,rock shelter,,miller1999emh,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,GWA/HCA,conventional 14C,eggshell,Struthio camelus,AA-6959,17830,125,LSA,Robberg,,rock shelter,,miller1999emh,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BPK,conventional 14C,eggshell,Struthio camelus,Beta-33543,32890,990,MSA,Final MSA,,rock shelter,,miller1999emh,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,CL 1,AMS,charcoal,,OxA-33812,10505,45,LSA,Robberg,hearth,rock shelter,,pargeter2018bsa,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,CL 2,AMS,charcoal,,OxA-33813,12635,50,LSA,Robberg,hearth,rock shelter,,pargeter2018bsa,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,CL 3,AMS,charcoal,,OxA-33814,12985,55,LSA,Robberg,hearth,rock shelter,,pargeter2018bsa,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,GWA/HCA,AMS,charcoal,,OxA-33815,17935,80,LSA,Robberg,hearth,rock shelter,,pargeter2018bsa,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,LPGGU,AMS,charcoal,,OxA-33816,17930,90,LSA,Robberg,hearth,rock shelter,,pargeter2018bsa,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,LPGGU,AMS,charcoal,,OxA-33817,17640,80,LSA,Robberg,hearth,rock shelter,,pargeter2018bsa,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BPJ,AMS,charcoal,,OxA-33818,34270,360,MSA,Final MSA,hearth,rock shelter,,pargeter2018bsa,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BPK,AMS,charcoal,,OxA-33819,34860,390,MSA,Final MSA,hearth,rock shelter,,pargeter2018bsa,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,LPC,conventional 14C,charcoal,,Pta-1810,21220,195,LSA,ELSA,hearth,rock shelter,,deacon1983pfr,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,Pta-1811,37400,1370,MSA,Final MSA,,rock shelter,,vogel2001rdm,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,CL 1,conventional 14C,charcoal,,Pta-1828,12060,105,LSA,Robberg,hearth,rock shelter,,deacon1984lss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BP (base,conventional 14C,charcoal,,Pta-2219,33920,770,MSA,Final MSA,,rock shelter,,vogel2001rdm,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BP (base),conventional 14C,charcoal,,Pta-2220,34670,350,MSA,Final MSA,,rock shelter,,vogel2001rdm,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,CL 4,conventional 14C,geological carbonate,,Pta-2259,13210,55,LSA,Robberg,,rock shelter,,vogel2001rdm,Stalagmite
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,Pta-2268,26670,280,MSA,Final MSA,,rock shelter,,vogel2001rdm,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BP (base),conventional 14C,charcoal,,Pta-2274,32670,240,MSA,Final MSA,,rock shelter,,vogel2001rdm,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,LPC,conventional 14C,geological carbonate,,Pta-2298,21070,180,LSA,ELSA,,rock shelter,,vogel2001rdm,Dripstone
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,Pta-2302,31680,550,MSA,Final MSA,,rock shelter,,vogel2001rdm,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,GWA/HCA,conventional 14C,charcoal,,Pta-3283,17830,180,LSA,Robberg,,rock shelter,,vogel2001rdm,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,CL 3,conventional 14C,charcoal,,Pta-3899,13220,250,LSA,Robberg,,rock shelter,,vogel2001rdm,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,LPC,conventional 14C,charcoal,,UW-300,21110,420,LSA,ELSA,hearth,rock shelter,,fairhall1976uwd,Charcoal dust
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,CL 4,conventional 14C,charcoal,,UW-301,14200,240,LSA,Robberg,hearth,rock shelter,,fairhall1976uwd,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BPK,conventional 14C,charcoal,,UW-304,32400,700,MSA,Final MSA,hearth,rock shelter,,deacon1983pfr,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,UW-306,6400,75,LSA,Wilton,,rock shelter,,deacon1984lss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,UW-307,1510,75,LSA,Ceramic LSA,,rock shelter,,deacon1984lss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,UW-336,1955,65,LSA,Final LSA,,rock shelter,,deacon1984lss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,UW-337,1630,50,LSA,Ceramic LSA,,rock shelter,,deacon1984lss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,UW-338,1700,50,LSA,Ceramic LSA,,rock shelter,,deacon1984lss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,UW-410 ,9100,135,LSA,Oakhurst,,rock shelter,,deacon1984lss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,UW-411,10425,125,LSA,Oakhurst,,rock shelter,,deacon1984lss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,CL 1,conventional 14C,charcoal,,UW-412,12480,130,LSA,Robberg,hearth,rock shelter,,deacon1984lss,
Borchers Shelter,BCH,-30.687,30.377,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Layer 2 (top),conventional 14C,charcoal,,Pta-3107,100,50,,,,rock shelter,,cable1984ets,
Borchers Shelter,BCH,-30.687,30.377,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Layer 3 (lower),conventional 14C,charcoal,,Pta-3108,2070,50,LSA,,,rock shelter,,cable1984ets,
Borchers Shelter,BCH,-30.687,30.377,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Layer 3 (lowest part),conventional 14C,bone,Homo sapiens,Pta-3110,3360,110,LSA,,,rock shelter,,cable1984ets,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS UP,AMS,charcoal,,ANUA-15805,46000,1150,MSA,Final MSA,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS LR B,AMS,charcoal,,ANUA-15813,50380,2380,MSA,,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS LR A,AMS,charcoal,,ANUA-15814,48730,1360,MSA,Final MSA,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS LR C,AMS,charcoal,,ANUA-16304,55410,2210,MSA,,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS LR B,AMS,charcoal,,ANUA-16305,53510,1870,MSA,,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS UP,AMS,charcoal,,ANUA-17302,43880,1040,MSA,Final MSA,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2WA,AMS,charcoal,,ANUA-17303,55250,2270,MSA,,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,1WA,AMS,charcoal,,ANUA-17304,38540,+850/-950,LSA,ELSA,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS LR A,AMS,charcoal,,ANUA-17305,48940,1740,MSA,Final MSA,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS UP,AMS,charcoal,,ANUA-17306,48030,1360,MSA,Final MSA,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS UP,AMS,charcoal,,ANUA-17307,41640,940,MSA,Final MSA,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS LR B,AMS,charcoal,,ANUA-17308,46880,1290,MSA,,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS LR B,AMS,charcoal,,ANUA-17504,49840,1580,MSA,,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS LR C,AMS,charcoal,,ANUA-17505,57910,2950,MSA,,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2WA,AMS,charcoal,,ANUA-18626,58240,2640,MSA,,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2WA,AMS,charcoal,,ANUA-19010,57490,2820,MSA,,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,1BS LR,AMS,eggshell,Struthio camelus,KIA-44423,38020,1240,LSA,ELSA,bead,rock shelter,,villa2012bbl,bead
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,1BS LR,conventional 14C,charcoal,,LJ-2892,33000,2000,LSA,ELSA,,rock shelter,,vogel1986prd,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,1BS LR,AMS,wood,,OxA-23172,34940,370,LSA,ELSA,,rock shelter,,villa2012bbl,Digging stick dated
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,First white ash,AMS,charcoal,,OxA-23173,20420,90,LSA,ELSA,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,1BS LR,AMS,other,,OxA-X-2418-47,35750,500,LSA,ELSA,,rock shelter,,villa2012bbl,pitch on microlith
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,1BS LR,AMS,other,,OxA-X-2455-52,35410,360,LSA,ELSA,,rock shelter,,villa2012bbl,beeswax
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,Base of 1WA,conventional 14C,plant remains,,Pta-1190,45000,+ 2750/-2200,LSA,ELSA,,rock shelter,,vogel1986prd,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2 BS UP,conventional 14C,charcoal,,Pta-1244,>48800,,MSA,,,rock shelter,,vogel1986prd,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2 BS UP,conventional 14C,charcoal,,Pta-1274,47200,+ 4300/-2800,MSA,Final MSA,,rock shelter,,vogel1986prd,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2 BS UP,conventional 14C,charcoal,,Pta-1275,>49100,,MSA,,,rock shelter,,vogel1986prd,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,BC4 skeleton,conventional 14C,bone,Homo sapiens,Pta-1318,480,45,,,,rock shelter,,morris1992scs,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,1 BS.UP,conventional 14C,plant remains,maize cob,Pta-1728,90,105,Iron Age,,,rock shelter,,beaumont1978b,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,1GBS LR,conventional 14C,charcoal,,Pta-421,36000,1000,MSA,,,rock shelter,,vogel1986prd,
